driver_id,full_name,phone,vehicle_type,vehicle_plate,current_lat,current_lon,current_area,city,rating,total_trips,joined_at,is_active
f49c5ac8-627c-452b-8bd8-3023b99355e4,Budi Anggraini,085640367812,Mobil,B 1012 MK,-7.258305,112.670173,Surabaya Barat,surabaya,4.1,831,2022-05-14 11:37:01,1
3dc8f542-34f4-47e0-a49a-1e169dcf7b62,Arif Rahayu,089731159461,Motor,B 8376 WP,-7.236781,112.740412,Surabaya Pusat,surabaya,3.8,4647,2022-11-10 07:39:17,1
a622822a-8183-4d03-9e72-eb530df676c3,Putri Anggraini,086274510689,Motor,B 9837 JI,-6.132569,106.892251,Jakarta Utara,jakarta,4.1,3615,2021-10-22 13:40:08,1
edd8bc75-df5b-4254-a5ae-38967f0b8e62,Aldi Anggraini,089594592338,Mobil,B 8309 UI,3.56216,98.662951,Medan Barat,medan,4.4,115,2021-06-04 14:44:34,1
53773288-eee6-4662-be7a-7450756a55da,Aldi Utami,088659079312,Motor,B 6642 SM,3.641077,98.721326,Medan Timur,medan,3.5,726,2021-08-15 10:16:52,1
f952ab07-24d6-446a-9917-82cbbe5aeb06,Aldi Rahayu,089930743373,Motor,B 6686 MF,-6.100333,106.887111,Jakarta Utara,jakarta,3.8,2449,2022-12-07 09:46:39,1
c1450d81-bbd2-4e41-bc4a-24fb4a229596,Citra Setiawan,087719440089,Motor,B 4920 OD,-7.2625,112.742745,Surabaya Pusat,surabaya,3.6,2357,2022-05-08 11:21:50,1
35883fb6-221d-493a-bb91-02a17640c4a1,Reza Santoso,086852331086,Motor,B 8531 WY,3.591424,98.702108,Medan Kota,medan,4.4,2763,2021-08-14 02:50:36,1
7d2c9a8e-28c8-431a-aa91-5573f2922b88,Dinda Nugroho,084877227900,Motor,B 9381 SG,-6.199357,106.9154,Jakarta Timur,jakarta,3.5,559,2022-09-12 13:10:14,1
c5d06144-af12-4614-b9f9-983a48d233da,Nisa Setiawan,084426831398,Mobil,B 4955 GN,-7.201032,112.790268,Surabaya Timur,surabaya,3.6,4813,2021-05-28 01:08:57,1
769a3489-5b27-4292-9fc2-3b0f8937347b,Maya Hidayat,085671375161,Motor,B 8624 ER,3.594825,98.674707,Medan Barat,medan,4.2,4533,2021-06-24 14:37:27,1
3dad8b03-1d82-45e9-b03e-d9d27ce7e484,Aldi Kusuma,089641836046,Motor,B 3585 MY,-7.241049,112.747107,Surabaya Pusat,surabaya,4.2,4878,2022-03-26 13:51:56,0
75c1f635-d2ec-4e91-989d-aebc0d6706bd,Ahmad Saputra,086247373806,Motor,B 9502 DI,-6.122967,106.887828,Jakarta Utara,jakarta,4.9,435,2022-02-02 00:45:04,1
f2c408e0-c588-4abf-83b2-621e6bc593a0,Reza Pratama,082829746893,Motor,B 3741 TO,-6.113564,106.84222,Jakarta Utara,jakarta,4.4,4193,2021-01-08 01:58:17,1
7e6d77f9-0a77-45f8-8b6a-b25b295d904c,Siti Utami,086575770907,Motor,B 9818 XN,-6.155711,106.799802,Jakarta Barat,jakarta,4.1,2835,2021-04-15 21:05:19,0
f4c07580-5020-4aba-9873-2c1c1ca2faac,Kevin Santoso,084193757012,Motor,B 8880 JT,3.581053,98.677155,Medan Kota,medan,4.9,713,2022-04-07 05:43:20,1
293ca9d8-c8cd-4189-bcb2-8e9e3a5a1cc0,Dimas Wati,081056007679,Motor,B 1227 RU,-7.245321,112.738848,Surabaya Pusat,surabaya,3.8,3088,2021-02-27 10:47:22,1
1b55afce-5a52-4bec-a9b6-068098be29b8,Indah Wijaya,085420165607,Motor,B 9844 VR,3.599147,98.67169,Medan Barat,medan,4.3,1517,2023-01-29 03:24:20,1
7c7bdb07-4eaf-474b-8392-0b0c42e69db5,Maya Setiawan,088818639382,Motor,B 7170 BJ,-6.205868,106.803578,Jakarta Selatan,jakarta,4.8,3689,2022-02-20 21:29:26,1
5accfdf7-2ba6-4cb1-9430-538ebe84a242,Indah Anggraini,084186464363,Motor,B 1291 RC,3.582243,98.651815,Medan Barat,medan,4.4,1077,2023-02-11 17:43:26,1
90f6b332-f17f-4c10-80dc-df96c65e3501,Dinda Nugroho,085789572046,Motor,B 8401 TF,-7.264556,112.714102,Surabaya Barat,surabaya,4.8,3813,2023-11-08 04:20:45,1
a93d883e-7756-4c5c-a754-41400ede4782,Kevin Rahayu,088852233469,Mobil,B 7273 GH,-6.133967,106.885308,Jakarta Utara,jakarta,4.2,594,2023-07-23 01:52:18,1
19b63a74-7abd-4eaf-b98b-e91980e5e00f,Sari Nugroho,082465876327,Motor,B 1866 QZ,3.610709,98.652149,Medan Kota,medan,5.0,3841,2021-03-18 21:57:57,1
a08caa0d-a1f0-45c0-83ed-ed975e40450c,Rina Suharto,082983962111,Motor,B 8012 SI,-7.280228,112.665186,Surabaya Barat,surabaya,4.0,4465,2022-02-07 04:24:41,1
3639c148-af20-4d76-a3cf-13b971d9c123,Hendra Nugroho,082747356146,Motor,B 8174 LY,3.558112,98.661652,Medan Barat,medan,3.8,4553,2022-11-27 11:30:10,1
308b205c-af51-475b-be6f-b413ce724fd0,Bagas Kusuma,088832537709,Motor,B 8916 TZ,-7.266407,112.747773,Surabaya Pusat,surabaya,3.8,4701,2023-11-14 18:57:37,0
cde6e0c5-da71-4233-8c36-fbf24a591a30,Aldi Hidayat,081326197387,Motor,B 7586 LK,-7.251434,112.672519,Surabaya Barat,surabaya,4.3,3276,2022-07-04 16:27:56,1
716923f3-072c-4bae-9890-085c5cbb8a0f,Dimas Rahayu,085784154783,Motor,B 9910 VB,-6.131232,106.74233,Jakarta Barat,jakarta,4.5,429,2022-10-09 05:37:26,0
923f82f4-05c3-4ada-83a7-467e3c4fa9d9,Arif Nugroho,087198373262,Motor,B 2719 GN,-7.25578,112.746976,Surabaya Pusat,surabaya,3.5,4413,2022-03-01 16:21:49,1
a16bc7b2-64ba-4029-947a-9273b64eeac4,Nisa Pratama,088790881534,Motor,B 9094 QE,-7.233316,112.748087,Surabaya Pusat,surabaya,4.7,2007,2022-10-18 09:16:55,1
6c67fb78-8e51-445a-9ecd-ebe04f61322e,Dinda Firmansyah,087770788212,Motor,B 2062 SD,-6.112829,106.892536,Jakarta Utara,jakarta,4.7,1631,2023-11-07 13:00:59,1
704c17cf-7fd3-4ef0-a746-fe2e1d5460a7,Nisa Rahayu,082166236096,Motor,B 1511 IP,-7.224023,112.794268,Surabaya Timur,surabaya,3.8,2685,2021-11-06 06:28:45,1
ed89cc10-08ae-422b-8899-141809687c99,Dimas Setiawan,086720793266,Mobil,B 1960 FA,3.582233,98.730642,Medan Timur,medan,3.6,2888,2022-05-24 21:55:18,1
4a87fb85-e0e1-4276-a8af-3591d47ab797,Bagas Utami,081117645681,Motor,B 4067 ST,-6.148763,106.842556,Jakarta Pusat,jakarta,4.6,1193,2021-12-16 08:12:34,1
da7fb6c0-008b-43da-9dab-51c8524d3846,Fajar Firmansyah,083544585368,Motor,B 4451 FU,3.583193,98.673986,Medan Barat,medan,4.7,1427,2023-11-18 21:30:15,1
dce1b753-adc6-4c39-bc61-e1ef70735c30,Hendra Saputra,083543037641,Motor,B 4572 MU,-6.170063,106.845768,Jakarta Pusat,jakarta,3.6,1116,2021-08-05 22:50:29,0
087abfca-101e-4a5e-bb51-35d2a23e8e1f,Gilang Firmansyah,089674898669,Motor,B 5884 PU,3.620575,98.744542,Medan Timur,medan,4.8,107,2023-07-29 23:04:51,1
8ca954f8-f3c6-40d1-a4c5-863be76c84f8,Hendra Anggraini,088111789993,Mobil,B 7868 MP,-6.145609,106.842244,Jakarta Pusat,jakarta,4.3,2791,2021-11-17 03:27:04,1
56ad5962-2590-491a-a2fd-cd9017182123,Mega Firmansyah,086878765107,Motor,B 4589 OB,3.625545,98.736456,Medan Timur,medan,4.7,612,2023-02-28 06:53:46,1
2f284c89-4bd4-4a78-ba2b-50b7a5d90615,Ahmad Pratama,086038529601,Mobil,B 6344 AN,-6.205847,106.821898,Jakarta Selatan,jakarta,3.5,502,2021-12-09 20:00:43,1
4cf0a2cc-8c79-42a2-af54-95668187c27a,Citra Wijaya,086041717341,Mobil,B 5712 LV,-7.295124,112.715954,Surabaya Barat,surabaya,4.9,1934,2022-10-03 19:16:50,1
19e88f4c-2da7-4ce3-bce9-eee944bb817f,Hendra Kusuma,086510500116,Motor,B 8217 HF,3.550898,98.668717,Medan Kota,medan,4.9,3298,2023-08-17 10:06:13,1
6926856b-5ee6-4d58-8aca-03f702c077db,Eko Kusuma,088750591014,Motor,B 1266 SW,3.594564,98.682479,Medan Kota,medan,4.2,675,2021-04-19 08:13:16,1
e014a425-e420-493c-98f6-d0e258f38ab0,Wahyu Suharto,081187143581,Mobil,B 6766 NO,-6.130517,106.883038,Jakarta Utara,jakarta,4.8,4577,2023-06-02 18:00:35,1
e5b23093-bb73-4625-952f-1ecdefef0d3d,Fifi Firmansyah,087798493930,Motor,B 8236 CG,-7.286269,112.701822,Surabaya Barat,surabaya,4.8,318,2021-12-12 04:30:26,1
6410ae9a-3332-4342-9984-cdee1385bf96,Rina Anggraini,083124405463,Motor,B 9926 JX,-7.238611,112.735837,Surabaya Pusat,surabaya,3.8,1056,2021-05-26 00:15:36,1
0c7fb1e2-23c4-4ee6-8462-060254f5c652,Putri Anggraini,083193388962,Motor,B 7150 AG,-6.144059,106.852326,Jakarta Pusat,jakarta,3.5,1067,2023-07-16 05:11:17,1
991a0b54-bb09-4406-94f7-a8dd6e952d56,Dinda Firmansyah,083313541996,Motor,B 1391 YO,-7.246746,112.747416,Surabaya Pusat,surabaya,4.0,421,2021-01-31 20:05:46,1
7f82a3a4-3c10-4a27-9ae3-abf797f64322,Bagas Hidayat,081068404729,Motor,B 4650 UZ,3.569642,98.640595,Medan Barat,medan,3.7,1990,2023-03-30 08:07:27,0
30c64e0a-7f16-4193-bb52-3853ac724bdd,Budi Rahayu,083957265606,Mobil,B 3164 PN,3.56155,98.672569,Medan Barat,medan,3.9,296,2023-07-01 09:42:44,0
e57dbcb2-39ec-4718-aa3f-f1c8a7349139,Dimas Kusuma,086898164261,Motor,B 8207 MP,3.615119,98.69442,Medan Kota,medan,5.0,2129,2023-05-04 08:55:55,1
45e17467-40a1-447c-bcb9-929cca488779,Budi Pratama,087358644445,Mobil,B 6080 CZ,-6.136215,106.834627,Jakarta Utara,jakarta,4.0,582,2022-04-07 19:50:24,1
2e6fc4cd-ffde-472d-b3af-32c176da7ee1,Wahyu Setiawan,084931710622,Motor,B 4947 WY,-6.22107,106.834874,Jakarta Selatan,jakarta,3.8,3794,2021-06-10 11:34:32,1
319771cc-63ed-4926-8b2f-cb25e0293a56,Sari Anggraini,089081545516,Motor,B 7743 VH,-6.104551,106.821189,Jakarta Utara,jakarta,4.3,1509,2023-10-21 07:12:50,1
adf27d40-3b48-4853-9850-2f0296da66b6,Gilang Suharto,089222166703,Mobil,B 5373 RW,-6.169681,106.822554,Jakarta Pusat,jakarta,4.0,771,2022-07-26 11:56:12,1
13efc8da-3e51-4c31-9e32-c7562ed06be6,Gilang Santoso,083428176707,Motor,B 9482 OA,-7.286916,112.71427,Surabaya Barat,surabaya,3.9,3017,2021-03-05 11:53:42,1
9c0f4c47-b98f-443b-943f-fab2e9e7c0cf,Rizky Santoso,082719274720,Mobil,B 9858 WB,-6.213252,106.819019,Jakarta Selatan,jakarta,4.9,4530,2021-04-18 20:28:37,1
a93f5b37-4007-40c0-a21d-c5bc70ed1b88,Aldi Wati,082829169490,Motor,B 5704 NY,3.607269,98.734237,Medan Timur,medan,3.8,3522,2022-06-03 03:59:32,1
40bee9ee-989d-457a-8ba6-f2f09d1cd3b7,Kevin Kusuma,083955367014,Motor,B 2376 PE,3.575545,98.684373,Medan Kota,medan,4.2,4511,2022-04-06 15:43:29,0
24a4b4ae-d573-49c8-8e79-a581190227bf,Mega Utami,088645623371,Motor,B 7191 DO,-7.281433,112.752145,Surabaya Timur,surabaya,3.8,1865,2022-09-16 15:02:56,1
678b3e75-15ed-4341-b42d-7dedf09f4eed,Dinda Anggraini,089710363090,Mobil,B 9016 JA,3.615026,98.747212,Medan Timur,medan,4.4,529,2023-11-28 22:51:32,1
cadc2441-9cf9-4147-b154-cbc09d0a38c8,Indah Firmansyah,081613137527,Mobil,B 2064 DA,3.560744,98.685508,Medan Kota,medan,4.1,2437,2023-03-02 04:47:32,1
fc75fe1d-9e05-4ea7-b86a-8178fafd53dc,Arif Setiawan,086085585917,Motor,B 2015 YR,-6.265506,106.81855,Jakarta Selatan,jakarta,4.3,818,2022-03-19 03:57:15,1
b90cd537-d7df-4c6d-ac00-28759260252b,Gilang Rahayu,084319892231,Motor,B 3953 IW,-7.23959,112.76937,Surabaya Timur,surabaya,3.8,1193,2023-07-19 19:23:55,0
2956e2a0-3c50-4961-9616-44f5ab816bee,Citra Setiawan,083326083795,Mobil,B 3596 XY,-6.173409,106.879058,Jakarta Timur,jakarta,4.4,1191,2023-12-05 01:56:52,1
b94d89e0-c9f2-4008-bbe5-480c2a39c92a,Eko Pratama,089487920505,Mobil,B 8913 KN,-7.278471,112.686199,Surabaya Barat,surabaya,4.6,3384,2022-07-31 02:46:56,1
6984ceb9-a163-4208-92dd-8bccf49673be,Dinda Wati,089298606818,Motor,B 6473 SX,-7.260273,112.772495,Surabaya Timur,surabaya,4.2,910,2021-05-06 03:35:23,0
e85b8c9a-2908-4f9a-83c8-d59ddd6af2b0,Dewi Setiawan,086612426976,Mobil,B 4260 GP,-7.25871,112.740374,Surabaya Pusat,surabaya,4.4,3743,2022-02-11 13:27:53,0
c64918f4-32d1-45d7-8fd7-10d0ea42ca17,Fajar Kusuma,085979644969,Motor,B 4839 NC,-6.173245,106.918712,Jakarta Timur,jakarta,4.0,1830,2022-09-12 17:29:50,1
019a5b19-df70-46fe-9ba3-a668bffd11e0,Wahyu Firmansyah,083282287665,Motor,B 1473 PJ,-6.180799,106.884673,Jakarta Timur,jakarta,4.4,4820,2022-05-16 01:39:14,0
5745b5d6-e0cc-4763-bcaf-384393f44ea4,Arif Kusuma,084556111111,Motor,B 3113 HV,-6.175545,106.759675,Jakarta Barat,jakarta,4.7,2349,2023-10-23 19:59:43,1
31837f36-e620-49c5-9bf0-bd5d77c10f99,Eko Rahayu,084255882479,Motor,B 5112 HJ,3.555727,98.674604,Medan Kota,medan,3.8,1224,2022-06-21 10:11:03,1
31a4cf2d-db84-45db-8692-ade50f09c2f4,Lestari Utami,088527038652,Motor,B 6712 CB,-6.102976,106.858226,Jakarta Utara,jakarta,3.8,623,2022-07-13 23:08:06,1
657bca4b-5080-430b-9ed0-958b09bd41d9,Sari Pratama,084687827482,Motor,B 3495 QH,-7.223824,112.785902,Surabaya Timur,surabaya,4.0,1119,2022-11-19 10:26:04,1
62b650d0-723f-4f70-adb5-cf122040aec4,Hendra Wijaya,084590586438,Mobil,B 7489 JE,3.581225,98.695291,Medan Kota,medan,3.8,885,2023-02-05 08:44:01,1
efaa35af-f8d2-485c-837f-49fb744636a1,Putri Wijaya,086897795697,Mobil,B 3489 YW,-6.248752,106.804575,Jakarta Selatan,jakarta,4.6,872,2022-12-13 09:25:06,1
d3c68cb4-4a2e-4c6b-b794-75158b894a79,Fifi Hidayat,081193381474,Motor,B 2549 FY,-6.17187,106.765138,Jakarta Barat,jakarta,4.2,1000,2023-01-18 19:44:22,1
62cadf9d-2470-48d9-8013-c24a3b02936f,Budi Kusuma,086614642384,Motor,B 4216 CL,-6.113112,106.84884,Jakarta Utara,jakarta,3.8,767,2023-08-03 08:08:05,0
36d39b58-0a88-4469-a73c-4e6b49652bf7,Maya Kusuma,085497571787,Mobil,B 2482 LN,-6.151562,106.959606,Jakarta Timur,jakarta,3.9,4559,2023-04-24 08:42:20,0
01fdda62-1577-48d3-9a88-05b76da3d33b,Hendra Santoso,084653487447,Mobil,B 7343 AY,3.607011,98.733223,Medan Timur,medan,4.6,1320,2023-03-16 09:34:53,1
80f25a48-213d-4e4b-a6f6-af5ea0349d49,Lestari Anggraini,087251530069,Motor,B 2100 QP,-6.150588,106.953242,Jakarta Timur,jakarta,4.9,613,2023-12-16 21:30:48,1
48d7e342-0ebe-443b-8872-011ce8cccbcb,Fajar Wijaya,083942699509,Motor,B 2510 WE,-7.288329,112.703919,Surabaya Barat,surabaya,4.5,4016,2021-03-22 18:59:45,0
1f7c5943-bdb1-42d8-a931-c135f4b2cf3f,Reza Setiawan,083686661183,Motor,B 5572 SP,-7.283999,112.683608,Surabaya Barat,surabaya,4.4,742,2021-01-29 02:58:13,1
77f9a7d4-d7e6-4a8c-a9eb-a7b33c77ad38,Fifi Wijaya,086119527038,Motor,B 1024 FT,-6.25743,106.827974,Jakarta Selatan,jakarta,4.2,3606,2021-03-23 07:51:02,0
c9ac52a7-b4a8-4727-a44a-0ecd0a7e49ea,Arif Santoso,089952988028,Mobil,B 8210 NW,3.592347,98.659876,Medan Barat,medan,4.5,2393,2021-01-20 03:28:19,0
aa092c09-99e3-46cd-acfc-4414edca2bb8,Mega Suharto,082984886793,Mobil,B 4520 LP,-7.284649,112.751108,Surabaya Timur,surabaya,3.9,4576,2023-02-22 06:50:12,1
59b19cf4-f4b9-4639-a6dc-69cef2beeec0,Ahmad Pratama,087783265878,Motor,B 6177 RU,-6.219278,106.90266,Jakarta Timur,jakarta,3.8,2020,2023-10-24 23:42:30,1
e9de73aa-d378-4085-aa20-be345bb1dc67,Ayu Setiawan,081761450152,Motor,B 9115 PT,3.577468,98.682188,Medan Kota,medan,4.4,4629,2021-03-11 14:28:32,1
4343bb19-0ddd-4a10-931f-d19696e94645,Budi Hidayat,083724445822,Motor,B 6162 TU,-6.112256,106.911338,Jakarta Utara,jakarta,4.6,2892,2021-02-13 09:40:57,0
cb5f74f0-ec92-43a5-89bd-58d98690bb92,Bagas Hidayat,087472749461,Motor,B 8105 TB,3.567867,98.69698,Medan Kota,medan,4.2,1987,2021-12-17 02:22:20,1
86ce3dfc-fef9-448f-8c6c-5e8d7892579d,Fifi Wijaya,082447426047,Motor,B 2917 VM,-6.153994,106.822667,Jakarta Pusat,jakarta,4.3,195,2023-06-11 14:57:12,1
68d7c52b-0203-438a-9061-e81414f41400,Hendra Pratama,089561669590,Motor,B 7404 TA,3.593505,98.726046,Medan Timur,medan,4.4,3462,2023-09-13 09:55:58,1
e0ea4071-a7aa-4d8d-a304-4fec97f7566d,Ayu Setiawan,082929815262,Motor,B 3716 FH,-6.122906,106.842092,Jakarta Utara,jakarta,4.1,3764,2022-05-08 03:42:05,1
859ba1cc-1734-48ab-8def-9d3dfb35e97e,Siti Rahayu,088827724621,Motor,B 1460 UC,-7.250916,112.682556,Surabaya Barat,surabaya,4.9,4394,2022-11-22 04:00:16,1
39548291-94b5-4717-885f-0ef1bdfdaf49,Arif Wati,086676612404,Mobil,B 8977 XY,-6.188326,106.909594,Jakarta Timur,jakarta,4.8,4489,2023-02-23 13:30:06,0
416d181a-6574-4025-aed5-698ad4f1c4d7,Rizky Wati,087438307418,Mobil,B 3147 AB,-6.194639,106.830991,Jakarta Selatan,jakarta,4.1,3492,2021-11-27 10:55:56,1
75e98c5c-8e29-437d-9b06-00e1de2e7334,Aldi Rahayu,086651618519,Motor,B 7565 OU,-7.278633,112.689435,Surabaya Barat,surabaya,3.5,547,2023-06-01 05:54:21,0
70e994f3-fdd3-4e17-96b1-1cfc8f691459,Citra Anggraini,084896987889,Motor,B 5216 GR,3.550169,98.686679,Medan Kota,medan,4.3,733,2022-07-04 04:59:03,1
f0232daa-92de-4325-a7e0-472a84c1dc9c,Arif Rahayu,089881521013,Motor,B 7076 VG,-6.131797,106.740506,Jakarta Barat,jakarta,4.0,4448,2022-05-14 08:46:19,1
d602cf22-c1a2-4739-b821-f4dd5847c069,Indah Saputra,081869255753,Motor,B 4580 ZO,-6.163582,106.745502,Jakarta Barat,jakarta,4.1,813,2023-03-22 10:47:11,1
8f09b8b7-010c-4445-b20a-73f623954333,Dewi Anggraini,085990045558,Motor,B 4789 UL,-6.15611,106.785657,Jakarta Barat,jakarta,3.7,3344,2023-07-11 12:50:25,1
804fa85b-5509-4e48-b6ab-2ec9c260c9ce,Rina Rahayu,088388073982,Motor,B 5229 XZ,-7.297413,112.703188,Surabaya Barat,surabaya,4.5,69,2021-04-18 02:56:44,1
c8c6026d-fb3d-412a-a594-03d9ea0f4374,Bagas Wijaya,087549052743,Motor,B 4054 IJ,-7.26366,112.689205,Surabaya Barat,surabaya,4.8,2975,2023-02-10 23:44:02,1
572d88ff-9de9-48c6-a903-bcd35e1760c0,Mega Firmansyah,081931163742,Motor,B 7601 YS,-6.147541,106.765196,Jakarta Barat,jakarta,4.0,4796,2021-12-12 01:32:42,1
f94b8d97-9086-40c5-b1b0-7345ac5d91b3,Sari Putra,085428202345,Motor,B 1703 BW,-6.159767,106.846929,Jakarta Pusat,jakarta,4.2,2764,2023-07-16 17:08:39,1
bc75d04b-d6ab-4283-bea6-143ef186a8a5,Mega Wati,086913056530,Motor,B 5702 ZC,-6.261663,106.855425,Jakarta Selatan,jakarta,4.7,4185,2021-08-11 12:43:55,1
b4ea1b59-ea9b-425f-90fa-211e044cacf7,Reza Rahayu,088853522448,Motor,B 6339 OG,3.605662,98.651281,Medan Kota,medan,4.4,1813,2023-07-30 16:56:39,0
87803263-8b81-484a-b686-791b587b82cc,Sari Rahayu,085515964812,Motor,B 7443 FY,3.594784,98.677906,Medan Kota,medan,4.7,4817,2023-08-09 07:23:38,1
7e2d52c2-9411-4bd7-be06-939748ddbf3f,Gilang Putra,085039222651,Motor,B 6219 NT,3.647277,98.74152,Medan Timur,medan,4.8,3818,2021-09-09 02:00:37,1
5e5a5f93-2234-4e02-b351-3f597e177994,Fifi Setiawan,087490523437,Motor,B 8769 GM,3.56731,98.699159,Medan Kota,medan,3.8,403,2021-05-30 10:28:22,1
e5a0f89c-1106-4f6e-8b50-20b8c9ac42c6,Fajar Nugroho,084682789059,Motor,B 3013 RJ,-7.251131,112.739667,Surabaya Pusat,surabaya,3.9,4060,2023-04-10 10:13:23,1
e118deb2-e2b0-4b4c-9861-9e202533945f,Putri Suharto,081686397945,Motor,B 2000 FK,3.590211,98.687988,Medan Kota,medan,4.7,4236,2022-12-11 19:05:23,1
9f9763a6-cf23-48b4-9566-d8e7caa3c827,Fajar Santoso,083231008538,Motor,B 4793 OY,3.559953,98.635469,Medan Barat,medan,4.7,2845,2022-04-14 08:03:27,1
0cd9feb9-36a2-46e3-91ec-29e581eeefd7,Rizky Putra,081022874870,Mobil,B 5552 ZV,3.596295,98.734315,Medan Timur,medan,4.2,2968,2023-10-29 23:12:57,1
00de3fa2-1efc-4d39-8d32-f4093c06f482,Maya Pratama,083577040431,Motor,B 9784 ML,-7.25326,112.693706,Surabaya Barat,surabaya,4.3,2627,2021-04-21 05:09:20,1
144faf7e-c53c-40c2-b9b4-fbd8d3f9ca1d,Dimas Suharto,087824151403,Motor,B 3841 ZF,-6.146533,106.834444,Jakarta Pusat,jakarta,4.8,191,2022-09-01 01:03:07,1
2386e2b8-8e8b-49f0-89dd-3870b8cf2654,Ahmad Utami,082068741131,Mobil,B 9359 WO,3.59791,98.710189,Medan Kota,medan,4.3,181,2022-04-10 11:35:35,0
c86ff0ac-01a9-4137-bc3f-645d827c3cbe,Aldi Kusuma,082753278602,Motor,B 2244 OP,-7.296828,112.793052,Surabaya Timur,surabaya,4.0,646,2022-12-24 03:19:34,1
7f301443-f8a2-48c5-b961-dfc7682ea448,Indah Kusuma,083585554831,Motor,B 7697 AW,-7.240657,112.798897,Surabaya Timur,surabaya,4.0,2308,2023-01-24 02:48:55,1
adc02abf-60db-4191-aab9-66bcf1a3969d,Nisa Santoso,085576173313,Mobil,B 6262 EP,3.63268,98.700952,Medan Timur,medan,3.8,4576,2022-01-18 16:08:07,1
9a9ca15d-2ba6-40b3-84a4-9ba071415633,Yoga Setiawan,083028686854,Motor,B 9444 WT,-7.263615,112.746919,Surabaya Pusat,surabaya,4.3,79,2021-06-20 18:26:24,0
c64c7a2c-5cbd-42e1-9f3e-4a434d1e84e4,Ahmad Hidayat,088765214746,Motor,B 4525 PA,-6.145776,106.76149,Jakarta Barat,jakarta,3.9,252,2023-04-21 17:56:35,1
31ee7725-3714-4f79-a51d-284929173632,Dimas Anggraini,081528640625,Mobil,B 5773 HS,-7.273956,112.665732,Surabaya Barat,surabaya,3.9,4971,2021-06-29 22:51:26,1
b7295177-6330-46b0-991e-dd4708c65a43,Yoga Suharto,087913194364,Mobil,B 3205 BS,-7.261987,112.76387,Surabaya Timur,surabaya,4.5,1084,2023-02-08 10:28:54,1
351f9107-9876-4382-8d6c-618e867f41ff,Rina Rahayu,081789869984,Motor,B 4114 UV,-7.218099,112.752973,Surabaya Timur,surabaya,4.6,186,2021-08-19 14:03:22,1
ce1ab064-814e-435e-ae3e-a87b7bd9d3d4,Dimas Pratama,087547925037,Motor,B 3649 RD,3.592999,98.707125,Medan Timur,medan,3.8,4703,2022-12-29 15:11:32,1
d4468908-064d-405b-8cf5-d42ce28156b8,Indah Pratama,082860628582,Mobil,B 2406 BG,3.593291,98.672007,Medan Barat,medan,4.3,935,2021-07-04 16:51:47,0
a2924af8-005f-493d-b8a4-8a5f613ae401,Siti Firmansyah,082659937325,Motor,B 2078 HB,-6.148248,106.859717,Jakarta Pusat,jakarta,4.8,4816,2023-08-23 11:24:51,0
c2431ca4-2ed8-4b10-a54e-afcf71d399ca,Lestari Hidayat,084796288211,Mobil,B 9051 AP,-6.128114,106.898289,Jakarta Utara,jakarta,3.5,2398,2022-06-09 16:56:46,0
6836c764-0d26-44bd-818f-2e5b23aea530,Dinda Saputra,084230563960,Motor,B 7543 SD,-6.162541,106.836526,Jakarta Pusat,jakarta,4.4,2932,2023-01-24 09:36:57,1
52de9968-ec47-408f-ad95-147cfa24681a,Budi Suharto,085145461656,Motor,B 8123 KJ,-7.294268,112.68976,Surabaya Barat,surabaya,4.6,4080,2023-03-29 07:15:52,1
49e30c70-9e45-475b-8da6-23c7523fe1b9,Bagas Setiawan,085967384087,Mobil,B 2209 VD,-7.257971,112.743108,Surabaya Pusat,surabaya,4.8,3647,2021-03-31 07:21:09,1
f0d06e0b-8429-4111-b50f-9f1526b65e18,Fifi Putra,081111797966,Mobil,B 2497 RB,3.580644,98.66808,Medan Barat,medan,3.7,274,2021-10-22 13:45:18,1
056e4856-20aa-4497-86eb-b04580233c91,Tari Putra,085034914143,Motor,B 7731 GL,3.571598,98.653233,Medan Barat,medan,4.4,1298,2023-08-31 04:46:50,1
7d3462ae-0fb0-4e29-b508-38de2f2e8a15,Reza Santoso,086768312716,Motor,B 6022 OQ,-7.28494,112.704657,Surabaya Barat,surabaya,5.0,4205,2023-06-16 23:34:50,1
41c3ce3f-66f3-4efb-84b4-95726eb8b3a3,Yoga Nugroho,087258664514,Motor,B 6036 EK,3.581175,98.661137,Medan Barat,medan,4.9,4107,2021-02-02 16:46:54,0
33894ed1-5949-43f9-8613-b952e4e3c28b,Budi Putra,083472951365,Motor,B 7775 AA,-7.292748,112.657992,Surabaya Barat,surabaya,3.7,2648,2021-10-17 21:57:32,1
3ab092d6-f835-40dd-8d0e-c6218c804f5d,Arif Suharto,082795585448,Motor,B 5326 YD,-6.266895,106.839866,Jakarta Selatan,jakarta,4.2,1748,2023-06-09 14:43:49,1
e218b316-6b65-45c3-bd51-5c4801a80508,Dinda Wijaya,089878532960,Motor,B 7725 NA,-6.128333,106.821492,Jakarta Utara,jakarta,4.4,2006,2022-05-29 05:01:59,1
eb06bc3d-2bb9-4bd7-94c1-25cdf07f19a9,Fajar Saputra,083923041573,Motor,B 4197 MX,-7.270132,112.695791,Surabaya Barat,surabaya,3.6,2924,2023-12-20 17:53:12,0
